vendor_name,total_payment,projects,avg_cost,avg_risk,dataset_version
KLK Ventures Private Limited,353372.0,23,15364.0,54.05,V1
Divya Construction Company,353100.0,1,353100.0,17.08,V1
Manuj Kumar Telia,350377.0,1,350377.0,17.08,V1
Gram Panchayat Bachhadawada janpad Panchayat nalchha district dhar,350000.0,1,350000.0,17.08,V1
Sarpanch Gram Panchayat Bharlai,350000.0,1,350000.0,17.08,V1
Dillod,350000.0,1,350000.0,17.08,V1
SARPANCH SHREE MAGODI GRAM PANCHAYAT,350000.0,1,350000.0,17.08,V1
LADOLI GRAM SEWVA SHAKARI SAMITI LIMITED,350000.0,1,350000.0,17.08,V1
SARPANCH GRAM PANCHAYAT PARSAHI,350000.0,1,350000.0,17.08,V1
DASHMESH ENGG WORKS,350000.0,1,350000.0,17.08,V1
GRAM PANCHAYAT NAUGAWAN DHIR SINGH,350000.0,1,350000.0,17.08,V1
GP BHAWARCHUWA,350000.0,1,350000.0,17.08,V1
SARPANCH GRAM PANCHAYAT TELIGUNDRA,350000.0,1,350000.0,17.08,V1
SAMASPURA GRAM PANCHAYAT,350000.0,1,350000.0,17.08,V1
GRAM PANCHAYAT KUKASVADA,349560.0,1,349560.0,17.08,V1
EVERGREEN ENTERPRISE,349504.0,1,349504.0,17.08,V1
OHAB SK,349363.0,1,349363.0,17.08,V1
LIMAJ GRAM PANCHAYAT,348538.0,1,348538.0,17.08,V1
Saji C,348164.0,1,348164.0,17.08,V1
TIRUPATI ENTERPRISE,348032.0,1,348032.0,17.08,V1
GRAM PANCHAYAT MADDED,346092.0,1,346092.0,13.52,V1
Nafis Enterprise,346022.0,1,346022.0,17.08,V1
gumadiya gram panchayat,344075.0,2,172037.5,34.35,V1
SHREYAN CONSTRUCTION,343748.0,1,343748.0,17.08,V1
NIRANJAN BEHERA,343326.0,1,343326.0,17.08,V1
MS GOPINATH MAITY,342151.0,1,342151.0,17.08,V1
Attar Brothers,340600.0,1,340600.0,17.08,V1
DIPALI GOYAL,339890.0,1,339890.0,17.08,V1
Gayatri Engineering Company,337854.0,1,337854.0,17.08,V1
GRAMPANCHAYAT ROHSIBUJURG SANSADNIDHI,337500.0,1,337500.0,17.08,V1
VAIBHAV Contractor,336237.0,1,336237.0,17.08,V1
Marwari Yuva Manch,335000.0,1,335000.0,17.12,V1
ASSISTANT ENGINEER JEHANABAD,334265.0,1,334265.0,17.12,V1
STAR DEALERS,333000.0,1,333000.0,17.12,V1
Nagka Garam Panchayat,331662.0,1,331662.0,17.12,V1
JEPUR GRAM PANCHAYAT,331343.0,1,331343.0,17.12,V1
Bolleddu Sangeetha Rao,330722.0,1,330722.0,17.12,V1
NEW SYNDICATE SPORTS,330600.0,2,165300.0,34.855000000000004,V1
VAJKSR00060651,329000.0,1,329000.0,17.12,V1
RAHAMAN ENTERPRISE,328709.0,1,328709.0,17.12,V1
OMASSERY LABOUR CONTRACT CO OPARATIVE SOCIETY,327850.0,1,327850.0,17.12,V1
Quality Contractors,327469.0,1,327469.0,17.12,V1
UJJAWAL ENTERPRISES,327450.0,1,327450.0,17.12,V1
ms santosh traders,325920.0,1,325920.0,17.12,V1
Sri Maheshwari Contract Works,324108.0,1,324108.0,17.12,V1
The M P Cooperative Labour and Construction Society Ltd,323660.0,1,323660.0,17.12,V1
GURUKIRPA CONTRACTOR,322952.0,1,322952.0,17.12,V1
MAA PITAMBRA GROUP,321713.0,1,321713.0,17.12,V1
FAZIL AHAMMED P,320090.0,1,320090.0,17.12,V1
SRYGR PANCH JHIRIPANI,320000.0,1,320000.0,17.12,V1
GANESH HARDWARE,320000.0,1,320000.0,17.12,V1
GRAM PANCHAYAT KHOKSARA,320000.0,1,320000.0,17.12,V1
GRYGRAM PAN SENDMUDA,320000.0,1,320000.0,17.12,V1
JUNIOR ENGINEER,318931.0,1,318931.0,17.12,V1
PRATIGYA HARDWARE STORE,314974.0,1,314974.0,17.12,V1
Moparthy Srinivasa Rao,314762.0,1,314762.0,17.12,V1
Sainik Enterprise,311675.0,1,311675.0,17.12,V1
ANITA RAJPUT KUMAR,310056.0,1,310056.0,17.12,V1
Yuvraj Enterprises,306000.0,1,306000.0,17.12,V1
BHABHA SHREE INFRATECH,305937.0,1,305937.0,17.12,V1
JR INDUSTRIES,305709.0,2,152854.5,38.67,V1
MS DIVYANSH CONSTRUCTION PRO PRAMOD KUMAR SINGH,302133.0,1,302133.0,17.05,V1
JE SALIPUR DILLIP KUMAR ROUL,300902.0,1,300902.0,16.78,V1
R R CABLE NETWORK,300165.0,1,300165.0,16.78,V1
SUNIL,300000.0,1,300000.0,16.78,V1
GODA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
MADHUSUDAN BANCHHOR,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT NAGESHRI,300000.0,1,300000.0,16.78,V1
MAA VAISHNO TRADERS,300000.0,1,300000.0,16.78,V1
STAR GALAXY NUTRITION,300000.0,1,300000.0,16.78,V1
Woman Musafir Khana,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT MAHANTPUR JP DAMOH,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT NARENDRAGARH,300000.0,1,300000.0,16.78,V1
Munshi Ram,300000.0,1,300000.0,16.78,V1
SATAPAR GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT BARKHEDA,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT GUDHORA,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT INDRI MAWAI,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT CHOWK BRADTA,300000.0,2,150000.0,35.29,V1
GRAM PANCHAYAT BUMHORIPURWA,300000.0,1,300000.0,16.78,V1
SHIVANNA T,300000.0,1,300000.0,16.78,V1
SARPANCH SACHIV GRAM PANCHAYAT BARGAON,300000.0,1,300000.0,16.78,V1
SARPANCH GRAMPANCHAYAT KALWACH,300000.0,1,300000.0,0.0,V1
NARANPURA KAMPA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
OUM SAI CONSTRUCTION,300000.0,1,300000.0,16.78,V1
BHANUMATI TUDU,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT ANDHIYARI BARI,300000.0,1,300000.0,16.78,V1
The Karian Co op Society Ltd,300000.0,1,300000.0,16.78,V1
BHAJPURA GROUP GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
VISHAL,300000.0,1,300000.0,16.78,V1
ROHID GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT PRATAPPURA,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT PATNA,300000.0,1,300000.0,16.78,V1
BHACHALVA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
EE APSIDC INTREST AND DISBURESEMENT,300000.0,1,300000.0,16.78,V1
PHALGUNI NIAL,300000.0,1,300000.0,16.78,V1
PILUDARA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
GP KATKI,300000.0,1,300000.0,16.78,V1
GP Nathan,300000.0,1,300000.0,16.78,V1
Fatma Begum,300000.0,1,300000.0,16.78,V1
Gram Panchayat Heerapur,300000.0,2,150000.0,34.77,V1
MAYADHAR BEHERA,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT SILON,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT SINGARPUR,300000.0,1,300000.0,16.78,V1
SRI LAXMI BHANDAR,300000.0,1,300000.0,16.78,V1
LUVARIYA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
VARASADA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
PIPODARA GRAM PANCHAYAT,300000.0,1,300000.0,16.78,V1
ASSISTANT ENGINEER1 BHATLI BLOCK,300000.0,1,300000.0,16.78,V1
Rennovtion of community hall at khaija dolaigaon,300000.0,1,300000.0,16.78,V1
DDU KANYA INTER COLLEGE MITHAUWA,300000.0,1,300000.0,16.78,V1
Geetanjali Pidika,300000.0,1,300000.0,16.78,V1
PRAFULLA KUMAR MISHRA,300000.0,1,300000.0,16.78,V1
SUDARSAN KATA,300000.0,1,300000.0,16.78,V1
PADMALOCHAN DANDSENA,300000.0,1,300000.0,16.78,V1
JEEBAN KUMAR MISHRA,300000.0,1,300000.0,16.78,V1
CONST OF CULTURAL STAGE INFORNT OF COSMOS CLUB,300000.0,1,300000.0,16.78,V1
JE PANCHAYAT SAMITI DASAMANTPUR,300000.0,1,300000.0,16.78,V1
Dilseng A Sangma,300000.0,1,300000.0,16.78,V1
SALADI GRAM PANCHAYAT,300000.0,1,300000.0,8.46,V1
IMPVT OF ROAD WITH SAND GRAVELLING FROM HARIS RAY HOUSE TO SARBESWAR,300000.0,1,300000.0,16.78,V1
Imtijungla,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT MOTAP,300000.0,1,300000.0,16.78,V1
VADIYA GRAM PANCHAYAT VADIYA,300000.0,1,300000.0,16.78,V1
SHUBH ENTERPRISES,300000.0,1,300000.0,16.78,V1
Construction of Hall at Lakhipur College Lakhipur,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT JHIRIYA,300000.0,1,300000.0,16.78,V1
GRAM PANCHAYAT BAGHIMA,299984.0,1,299984.0,16.78,V1
Ramehar,299944.0,1,299944.0,16.78,V1
BALAJI ENTERPRISES Kherent,299937.0,1,299937.0,16.78,V1
The Titani Co op l and C Society LTD,299929.0,1,299929.0,16.78,V1
GRAM PANCHAYAT GATORA,299913.0,1,299913.0,16.78,V1
TARORA GRAM PANCHAYT,299874.0,1,299874.0,16.78,V1
NAGRAJ K R,299870.0,1,299870.0,16.78,V1
MEWAR CONSTRUCTION AND BUILDERS,299800.0,1,299800.0,16.78,V1
Vijaypur GP,299590.0,1,299590.0,16.78,V1
KHIJALPUR VANTA gram panchayat,299536.0,1,299536.0,16.78,V1
gram panchayat lilapur,299467.0,1,299467.0,16.78,V1
Ponnam Sreenivas,299418.0,1,299418.0,16.78,V1
JALIYA GRAMPANCHAYAT,299289.0,1,299289.0,16.78,V1
The Chairmen VLWC Kamasamudram,299169.0,1,299169.0,16.78,V1
executive engineer R B BUDGAM,299149.0,1,299149.0,23.98,V1
OM ENTERPRISE,299119.0,1,299119.0,16.78,V1
GRAM PANCHAYAT BHERSAM,299060.0,1,299060.0,0.0,V1
AM Construction,298906.0,1,298906.0,16.78,V1
GRAM PANCHAYAT JUNA VAGHANIYA,298670.0,1,298670.0,8.55,V1
DINESH NAYAK,298314.0,1,298314.0,16.78,V1
GRAM PANCHAYAT AMARGADH,298300.0,1,298300.0,16.78,V1
ANIRUDDHA ENTERPRISES,298160.0,1,298160.0,16.78,V1
GUGALIYANA GRAM PANCHAYAT,298052.0,1,298052.0,16.78,V1
Amit tomar,298004.0,1,298004.0,16.78,V1
PALLE SRAVANATH REDDY,297994.0,1,297994.0,16.78,V1
KUMAR V,297283.0,1,297283.0,16.78,V1
Shaik Rafi,297171.0,1,297171.0,16.78,V1
Manjunath Mallappa Kittur,297093.0,1,297093.0,16.78,V1
LACHHMAN DASS CONTRACTOR,297000.0,1,297000.0,16.78,V1
MANJUNATHA TIPPANNA WADDAR,296964.0,1,296964.0,16.78,V1
DAN SINGH NEGI,296948.0,1,296948.0,16.78,V1
The HR Co Op LC Society Ltd,296849.0,1,296849.0,16.78,V1
ASSISTANT ENGINEER MAKHDUMPUR,296680.0,1,296680.0,16.78,V1
Sankarlal Agarwala,295110.0,1,295110.0,16.78,V1
More Hardware,295110.0,1,295110.0,16.78,V1
Gram Panchayat Ratang,294836.0,1,294836.0,16.78,V1
George Joseph,294725.0,1,294725.0,16.78,V1
RANGPUR GRAM PANCHAYAT,294244.0,1,294244.0,16.78,V1
TERI GRAM PANCHAYAT,294228.0,1,294228.0,16.78,V1
BANGAVADI GRAM PANCHAYAT,294118.0,1,294118.0,16.78,V1
omparkash,294063.0,1,294063.0,16.78,V1
ASHWANI KUMAR,294000.0,1,294000.0,16.78,V1
Shebbin Sebastian,293794.0,1,293794.0,16.78,V1
HARIS BABU,293676.0,1,293676.0,16.78,V1
CHARBHUJA HARDROCK DRILLER,292199.0,1,292199.0,16.78,V1
CHAIRMAN NAMDEO MAHARAJ MAJOOR SAHKARI SANSTHA LIMITED LIMBOLI,292053.0,1,292053.0,8.29,V1
KKG,291998.0,1,291998.0,16.78,V1
M ENTERPRISE,291788.0,1,291788.0,16.78,V1
MOTA AGARIYA GRAM PANCHAYAT,291607.0,1,291607.0,16.78,V1
HP CIVIL Supply Bhaba nagar,291221.0,1,291221.0,16.78,V1
BABALU BEHERA,291000.0,1,291000.0,16.78,V1
PABITRA HANDIQUE,290210.0,1,290210.0,16.78,V1
AMIT KUMAR,290175.0,3,96725.0,45.54,V1
Grampanchayat Karyalaya Kininawre,287196.0,1,287196.0,16.85,V1
Nirmal Kumar Rout,286382.0,1,286382.0,16.85,V1
MAHAVIRINDUSTRIESDHURI,284507.0,1,284507.0,16.85,V1
Doppalapudi Vasudeva Rao,282121.0,1,282121.0,16.85,V1
N V SURENDRAN,281465.0,1,281465.0,16.85,V1
Lallan singh contractor,281371.0,1,281371.0,16.85,V1
SAJAN DANIEL,281152.0,1,281152.0,16.85,V1
KRISHNA CONSTRUCTION COMPANY,280304.0,1,280304.0,16.85,V1
RAHUL,278791.0,1,278791.0,16.85,V1
BIJEPI BAGH,278598.0,1,278598.0,16.85,V1
SHIV SHAKTI CONSTRUCTION PRO SMT INDU SINGH,278494.0,1,278494.0,16.85,V1
L R URADE BILDING MATERIAL SUPLAYARS,276078.0,1,276078.0,16.85,V1
shri shyam construction company,275866.0,1,275866.0,16.94,V1
gram panchayat murmunda,275000.0,2,137500.0,35.115,V1
GRAM PANCHAYAT CHARURI,275000.0,3,91666.66666666667,45.40333333333333,V1
GRAM PANCHAYAT SARDARPURA,274825.0,1,274825.0,16.94,V1
Sabu R,273495.0,1,273495.0,16.94,V1
SHRINIVAS SADASHIV MENI,273043.0,1,273043.0,16.94,V1
Jana Enterprise,272501.0,1,272501.0,16.94,V1
JE NREP MP GARHWA,270000.0,1,270000.0,16.94,V1
GRAM PANCHAYAT DHANGAON,269735.0,1,269735.0,16.94,V1
Bilal Ahmad Lone,269000.0,2,134500.0,35.445,V1
MAA ENTERPRISE,268720.0,1,268720.0,16.94,V1
mahendra kumar,268479.0,2,134239.5,35.95,V1
Md Azeemuddin,268220.0,1,268220.0,16.94,V1
Adepu Narsaiah,268220.0,1,268220.0,16.94,V1
GRAM PANCHAYAT DHOLARVA,268042.0,1,268042.0,16.94,V1
Illumix LED Lighting Private Ltd,268000.0,1,268000.0,16.94,V1
PRESIDENT VILLAGE LEVEL COMMITTEE KVRR PURAM CHITVEL,267654.0,1,267654.0,16.94,V1
MS MEENAKSHI HARDWARE,267100.0,1,267100.0,16.94,V1
UPPAL BUILDING MATERIAL,266148.0,1,266148.0,16.94,V1
SARPANCH GRAM PANCHAYAT DANGANIYA B,260000.0,1,260000.0,16.86,V1
SARPANCH GRAM PANCHAYAT JAMGAON M,260000.0,1,260000.0,16.86,V1
SD TILE AND ANDUSTRIES,257900.0,1,257900.0,24.06,V1
LATE HARIHAR PRASAD SAHANI P M V,255000.0,1,255000.0,16.65,V1
PURANMAL AND COMPANY,254746.0,1,254746.0,16.65,V1
SB TRADING COMPANY,251900.0,1,251900.0,16.65,V1
SHRI MEWADA CONSTRUCTION,251014.0,1,251014.0,16.65,V1
GRAM PANCHAYAT RAIPUR,250000.0,1,250000.0,16.65,V1
Chhatral Gram Panchayat,250000.0,1,250000.0,16.65,V1
Assistant Engineer Dasamantpur Block,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT NADHELAV,250000.0,1,250000.0,11.56,V1
GRAM PANCHAYAT MAGARWADA,250000.0,1,250000.0,16.65,V1
RITUPURNA SWAIN JE,250000.0,1,250000.0,16.65,V1
POOJA CONSTRUCTION,250000.0,1,250000.0,16.65,V1
gram panchayat chamaray tolagaon,250000.0,1,250000.0,16.65,V1
Akummeren Sanglir,250000.0,1,250000.0,16.65,V1
Gram Panchayat Barkhadi,250000.0,1,250000.0,16.65,V1
Willipson Sangma,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT FULIPURA,250000.0,1,250000.0,16.65,V1
CHANDISAR GRAM PANCHAYAT,250000.0,1,250000.0,16.65,V1
Gram Panchayat Kapasthal janpad Panchayat sardarpur,250000.0,1,250000.0,16.65,V1
Gram Panchayat Kathegra,250000.0,1,250000.0,16.65,V1
M S Aulakh Contractors,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT SALODA,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT CHARCH,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT BAMRA,250000.0,1,250000.0,16.65,V1
SARPANCHSHRI UNAVA GRAM PANCHAYAT,250000.0,1,250000.0,16.65,V1
Gram Panchayat Sonhar,250000.0,1,250000.0,16.65,V1
Gram Panchayat Sundrel J P Dharmpuri Dhar,250000.0,1,250000.0,16.65,V1
Gram Panchayat Talbhev,250000.0,1,250000.0,16.65,V1
GramPanchayat Bahgavan,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT GHATAI,250000.0,1,250000.0,16.65,V1
Gram Panchayat Khudawali,250000.0,1,250000.0,16.65,V1
Gram Panchayat Kumhar Daniya,250000.0,1,250000.0,16.65,V1
Gupta Tele System,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT DARRABHATHA B,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT BACHEDI,250000.0,1,250000.0,16.65,V1
Imtinungsang,250000.0,1,250000.0,16.65,V1
PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,250000.0,2,125000.0,31.29,V1
abhibhashak sangh goharganj,250000.0,1,250000.0,16.65,V1
GP DUBAHA,250000.0,1,250000.0,16.65,V1
GP BRGF PAJHRAPALI,250000.0,1,250000.0,16.65,V1
JUNIOR ENGINEER DASAMANTAPUR BLOCK,250000.0,1,250000.0,16.65,V1
Gram Panchayat Chakrampur,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT KHARAIDAVAR,250000.0,1,250000.0,16.65,V1
Rao Adhikari Srinivasa,250000.0,1,250000.0,16.65,V1
Akoti Gram Panchayat,250000.0,1,250000.0,16.65,V1
R Marlemba Ao,250000.0,1,250000.0,16.65,V1
Shiv Shakti iron and Cement store,250000.0,1,250000.0,16.65,V1
Dilseng M Sangma,250000.0,1,250000.0,16.65,V1
Gram Panchayat Kaikhoda,250000.0,1,250000.0,16.65,V1
Gram Panchayat Jaitpur,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT PATHAMOTI JANPAD PANCHAYAT UMARBAN,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT KOYLARJHORI,250000.0,1,250000.0,16.65,V1
Gram Panchayat Kaliarai,250000.0,1,250000.0,8.06,V1
Khanduli Village Organisation,250000.0,1,250000.0,16.65,V1
GRAM PANCHAYAT TARO,250000.0,1,250000.0,16.65,V1
VELACHHA GRAM PANCHAYAT,250000.0,1,250000.0,16.65,V1
CHANDRAKANT DIXIT,250000.0,1,250000.0,16.65,V1
mitra traders,250000.0,1,250000.0,16.65,V1
ARUN K,250000.0,1,250000.0,16.65,V1
VIRANI AGRO,249998.0,1,249998.0,16.65,V1
Gram panchayat Madwa,249949.0,1,249949.0,16.65,V1
GRAM PANCHAYAT BADHAURA,249940.0,1,249940.0,16.65,V1
THE CHAIRMAN VLC KALUVAPALLE GP,249920.0,1,249920.0,16.65,V1
SUNDARI BHAVANI GRAM PANCHAYAT,249893.0,1,249893.0,16.65,V1
GRAM PANCHAYAT RAMPUR,249870.0,1,249870.0,39.67,V1
Gram panchayat khalpodi,249749.0,1,249749.0,16.65,V1
Sonu Singh,249728.0,1,249728.0,16.65,V1
ALAUL ISLAM,249653.0,1,249653.0,16.65,V1
Jai Baba Barfani trader,249621.0,1,249621.0,16.65,V1
SRINATH GOWDA M S,249559.0,1,249559.0,16.65,V1
Rahul K P,249500.0,1,249500.0,16.65,V1
GRAM PANCHAYAT BAJIPURA VAGPURA,249459.0,1,249459.0,16.65,V1
UMBA grampanchayat,249332.0,1,249332.0,16.65,V1
GRAM PANCHAYAT SAHADA,249291.0,1,249291.0,10.32,V1
GRAM PANCHAYAT NIMACH,249291.0,1,249291.0,10.32,V1
NAGARAJ PRAKASH PATTAR,249249.0,1,249249.0,16.65,V1
SARA GRAM PANCHAYAT,249216.0,1,249216.0,16.65,V1
jai Isht dev supplier,249033.0,1,249033.0,16.65,V1
The Boparai Co Op Society Ltd,249000.0,1,249000.0,16.65,V1
MD SAHABAT HOSSAIN,248606.0,1,248606.0,16.65,V1
DHARSAN GRAM PANCHAYAT,248592.0,1,248592.0,16.65,V1
GRAM PANCHAYAT ZARIKHURD,248299.0,1,248299.0,16.65,V1
Sardar Vallabhbhi Patel Samiti,247872.0,1,247872.0,12.62,V1
RANJIT KAUR,247600.0,1,247600.0,23.85,V1
BHUTARDI GROUP GR PANCHAYAT,247496.0,1,247496.0,11.92,V1
MAHANTESH B KULAKARNI,247155.0,1,247155.0,16.65,V1
Gram Panchayat Udiyakala,246735.0,1,246735.0,16.65,V1
HAMADPARA GRAM PANCHAYAT,246471.0,1,246471.0,16.65,V1
Gadhvana Gram Panchayat,246176.0,1,246176.0,16.65,V1
GRAM PANCHAYAT GANGARDI,245831.0,1,245831.0,16.65,V1
FAREDA GRAM PANCHAYAT,245076.0,1,245076.0,16.65,V1
SAHIL SHARMA CONTRACTOR,245000.0,2,122500.0,34.8,V1
Ghulam Mohi ud din Sheikh,243800.0,1,243800.0,16.65,V1
MS Radhika Enterprises,243775.0,1,243775.0,16.65,V1
MS GAJENDRA SINGH CONTRACTOR,243606.0,1,243606.0,16.65,V1
ABDUL LATHEEF K,243349.0,1,243349.0,16.65,V1
Gram panchayat Ambada,240000.0,1,240000.0,16.65,V1
CONSTRUCTION OF CULTURAL STAGE AT BARHARID NEAR SRI SRI KALIA NAMGHAR,240000.0,1,240000.0,16.65,V1
Gram panchayat Rajna,240000.0,1,240000.0,16.65,V1
GRAM PANCHAYAT BUDOUR,240000.0,1,240000.0,16.65,V1
SRI SRI NARASINGHA GOPAL NAMGHAR VILL KAMARGAON,240000.0,1,240000.0,16.65,V1
Rennovation of Natghar at Rabhapara,240000.0,1,240000.0,16.65,V1
SARPANCH GRAM PANCHAYAT NAWAGAON,239960.0,1,239960.0,16.65,V1
RAJHANS,239953.0,1,239953.0,16.65,V1
BOBICONSTRUCTIONCOMPANY,239376.0,1,239376.0,16.65,V1
Jain Industries,239085.0,1,239085.0,16.65,V1
shivalik engineers and contractors,238932.0,2,119466.0,35.805,V1
ABDUL NASAR M P,238462.0,1,238462.0,16.65,V1
BHILLOWAL TRADERS,238140.0,1,238140.0,16.65,V1
UMESH BHUE,238065.0,1,238065.0,16.65,V1
KAMADGIRI TRADERS,237319.0,1,237319.0,16.65,V1
GRAM PANCHAYAT TENDUHA NO 1,236843.0,1,236843.0,16.65,V1
Dhaliwal Enterprises,236600.0,1,236600.0,23.85,V1
VIKAS,235730.0,1,235730.0,16.65,V1
ABBAVARAM MALLIKARJUNA REDDY,235687.0,3,78562.33333333333,45.586666666666666,V1
RAJ KUMAR N,233917.0,1,233917.0,16.65,V1
The Gill Sehkari Kirat te Ussari Sabha Ltd,232838.0,1,232838.0,16.65,V1
DINESH SINGH,231634.0,1,231634.0,16.65,V1
TYAGI CONSTRUTION AND ORDER SUPPLIERS,230926.0,1,230926.0,16.65,V1
SATYA PRIYA PAUL,227607.0,1,227607.0,16.65,V1
SHIVANAND MALLAPPA MENASINAKAI,225000.0,1,225000.0,16.65,V1
SHIVAJI BHIMU JADHAV,225000.0,1,225000.0,16.65,V1
Gram Panchayt Chapapadar,225000.0,1,225000.0,16.65,V1
C S RAMESH,225000.0,1,225000.0,16.65,V1
ASHWATHAM SHASAPPA REBINAL,225000.0,1,225000.0,16.65,V1
DUBEY CONSTRUCTION PRO SANTOSH KUMAR DUBEY,224818.0,1,224818.0,16.61,V1
GRAM PANCHAYAT BAMANGAM,224143.0,1,224143.0,16.61,V1
sokhda khurd gram panchayat,224138.0,1,224138.0,16.61,V1
The Shubh Coop L and C Society Ltd,224063.0,1,224063.0,16.61,V1
Mohd Rafiq Mir,223600.0,1,223600.0,16.61,V1
NARAYAN ROUT AND SMT SWARNALATA ROUT,223000.0,1,223000.0,16.61,V1
BHAI BHAI ENTERPRAIGE,221607.0,1,221607.0,16.61,V1
KALLOOR ELECTRONICS AND LIGHTING PVT LTD,220427.0,1,220427.0,16.61,V1
CHITRODA MOTA GRAM PANCHAYAT,220000.0,1,220000.0,16.61,V1
SRI LAKSHMI ELECTRICAL SERVICE,217548.0,1,217548.0,16.61,V1
Param Enterprises,217465.0,1,217465.0,16.61,V1
SHRI SAI ENGINEERING WORKS,216409.0,1,216409.0,14.26,V1
EDD SARDHANA MEERUT,211345.0,2,105672.5,35.04,V1
MUKESH KUMAR,211000.0,1,211000.0,16.65,V1
Pankaj Sharma,210400.0,1,210400.0,16.65,V1
MS VINOD ENTERPRIES,210000.0,1,210000.0,16.65,V1
DEKA BROTHERS EMTERPRISE,209162.0,1,209162.0,16.65,V1
EE EUDD 1,208800.0,1,208800.0,16.65,V1
Ms AMRIT LAL B K O,208000.0,2,104000.0,34.93,V1
LALITA,207645.0,1,207645.0,16.65,V1
LAVKUSH CONSTRUCTION,204345.0,1,204345.0,16.65,V1
charbhuja construction,202226.0,1,202226.0,16.65,V1
SAROJ BALA,202000.0,1,202000.0,16.65,V1
TANVEER Engineering,201594.0,1,201594.0,16.65,V1
ASSISTANT ENGINEER MOHANIA,201465.0,1,201465.0,16.65,V1
jai mata di enterprises,200228.0,1,200228.0,0.0,V1
MONUJ KURMI,200028.0,1,200028.0,16.65,V1
Neog Hardware,200000.0,1,200000.0,16.65,V1
SARPANCH GRAM PANCHAYAT RUHI,200000.0,1,200000.0,16.65,V1
khanpura gram panchayat,200000.0,1,200000.0,16.65,V1
DHARAMPUR BHALTHI GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
Peter Jyrwa,200000.0,1,200000.0,16.65,V1
Bombay Sports Syndicate,200000.0,1,200000.0,16.65,V1
GAMANPURA GRAMPANCHAYAT,200000.0,1,200000.0,16.65,V1
CHHATHIYARDA GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
MOTI CHANDUR GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
Gram Panchayat Kanera,200000.0,1,200000.0,16.65,V1
Gram Panchayat Kalu,200000.0,1,200000.0,16.65,V1
GRAM PANCHAYAT OBARHA JANPAD PANCHAYAT SIDHI,200000.0,1,200000.0,23.85,V1
GRAM PANCHAYAT KOYLARI,200000.0,1,200000.0,16.65,V1
RESTER BROWN SANGMA,200000.0,1,200000.0,23.85,V1
KEVDI GROUP GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
gram panchayat shreenagar,200000.0,2,100000.0,34.89,V1
KAJIRAM SALOI HARDWARE,200000.0,1,200000.0,16.65,V1
CHAMPA,200000.0,1,200000.0,16.65,V1
Susanta Kumar Polei,200000.0,1,200000.0,16.65,V1
KARSAD GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
JAMANIA GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
Ghogha Gram Panchayat,200000.0,1,200000.0,16.65,V1
GP Dunkhrigahar,200000.0,1,200000.0,16.65,V1
Jamindro R Marak,200000.0,1,200000.0,23.85,V1
Gram Panchayat DHAMANDRI,200000.0,1,200000.0,16.65,V1
Gram Panchayat Batuhi,200000.0,2,100000.0,34.89,V1
BISHT CONSTRUCTION,200000.0,1,200000.0,16.65,V1
