vendor_name,total_payment,projects,avg_cost,avg_risk,dataset_version
Vijayaragavan J,998687.0,1,998687.0,16.15,V1
PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHAIAHGARIPALLI GP,998585.0,2,499292.5,34.33,V1
NITHESH P,998435.0,2,499217.5,34.33,V1
KESHAVAMURTHY,998296.0,2,499148.0,34.33,V1
P Venkatarmi Reddy,998164.0,2,499082.0,34.33,V1
shramsaphalya majur bandhkam sah soc ltd dolhare,998000.0,1,998000.0,16.15,V1
ALOK SHRIPATRAO PARDE,997584.0,2,498792.0,34.33,V1
Ch Balaji Majur Sahkari Sanstha Limited Kathwada,997184.0,1,997184.0,16.15,V1
Kiran shashikant Gaikwad,996904.0,1,996904.0,16.15,V1
AJINKYA YODDHA MAJOOR SAHAKARI SANSTHA M KAIJ,996401.0,1,996401.0,16.15,V1
GRAM PANCHAYAT BARHALI TQ MUKHED,996000.0,1,996000.0,16.15,V1
Vinayak Agency,995880.0,2,497940.0,34.33,V1
MEERA ASSOCIATES,995875.0,1,995875.0,16.15,V1
Perfect Enterprise,995850.0,2,497925.0,34.33,V1
FOR SEVA CONSTRUCTION,995588.0,1,995588.0,16.15,V1
CS Builders,994902.0,1,994902.0,16.15,V1
Rushikesh Bharat Gund,994800.0,1,994800.0,16.15,V1
Mallareddy Vutukuru,994273.0,1,994273.0,16.15,V1
JAY SHREE KRUSHNA MAJUR KAMGAR SANSTHA,994243.0,1,994243.0,16.15,V1
SURINDER TRADERS,993622.0,2,496811.0,34.33,V1
ASSISTANT ENGINEER,993491.0,1,993491.0,25.26,V1
CHAIRMAN MAHALAXMI MAJUR SAHKARI SANSTHA LTD WANEWADI TAL BARSHI,993405.0,1,993405.0,16.15,V1
GRAMPANCHYAT SONEGHAT,993385.0,1,993385.0,16.15,V1
VISHAL SUBHASH BAGUL,992892.0,1,992892.0,16.15,V1
SHRI MAHALAXMI MAJUR SAHAKARI SANSTHA LTD LAXMIWADI,992771.0,1,992771.0,16.15,V1
Kadiyala Gopala Krishna,992699.0,2,496349.5,34.33,V1
shubham ullewad,992531.0,1,992531.0,16.15,V1
Akash Rajendra Kharode,992500.0,1,992500.0,16.15,V1
SARPANCH GRAM PANCHAYAT ADAMPUR TQ BILOLI,992255.0,1,992255.0,16.15,V1
Nagaraj Gosal,990673.0,2,495336.5,34.33,V1
VIVEK KUMAR SINGH,990478.0,1,990478.0,16.15,V1
RAKESH KUMAR PASWAN,989970.0,1,989970.0,16.15,V1
Dinesh Kumar,989200.0,1,989200.0,16.15,V1
GRAMNIDHI GRAMPANCHAYAT KAUTHAL,989166.0,1,989166.0,16.15,V1
Prince kumar,989098.0,1,989098.0,16.15,V1
yashraj kashinath pashte,989052.0,1,989052.0,16.15,V1
SHRAMIK MAJOOR BANDHKAM SAHAKARI SANSTHA MARYA,989000.0,1,989000.0,16.15,V1
DHARMVIR KUMAR,988877.0,1,988877.0,16.15,V1
Bubere and Associates,988136.0,1,988136.0,16.15,V1
CHAITALI DNYANESHWAR SANGALE,988000.0,1,988000.0,16.15,V1
SINDHUJA CONSTRUCTION,987384.0,1,987384.0,23.01,V1
DHARAM TRADERS,986989.0,2,493494.5,34.33,V1
GP KHERDA BK STHANIK VIKAS NIDHI,986945.0,1,986945.0,16.15,V1
C,986717.0,1,986717.0,16.15,V1
Gram Panchayat Sirapalli Tq Himayatnagar,986317.0,1,986317.0,16.15,V1
SAGAR RAJARAM MATALE,986000.0,1,986000.0,16.15,V1
RUSHABH RAMESH JAGTAP,985879.0,1,985879.0,16.15,V1
GRAM PANCHYAT KONDRUNJ,984900.0,1,984900.0,16.15,V1
Nishant Gulab Rathod,984839.0,1,984839.0,16.15,V1
KAPIL DALAL,984086.0,1,984086.0,16.15,V1
Palasi Pentaiah,983400.0,2,491700.0,34.33,V1
GRAMPANCHAYAT KARYALAY LAKHPURI,982424.0,1,982424.0,16.15,V1
VDH ENGINEERING SERVICES,982036.0,4,245509.0,47.0,V1
Kedarnath Basvant Manurkar Kolhapur,981834.0,1,981834.0,16.15,V1
VLWC President Thimmasamudram,981744.0,2,490872.0,28.159999999999997,V1
JAYAPRAKASHAN THOTHAN,980140.0,1,980140.0,17.74,V1
The Devi Luxmi Co Operative Labour and Construction Society Limited,978948.0,2,489474.0,34.625,V1
RAVI CONSTRUCTION ASHOK KUMAR SONKAR,978928.0,1,978928.0,16.15,V1
GANESH SOMNATH AVHAD,978000.0,1,978000.0,16.15,V1
A Cube Enterprise,977041.0,1,977041.0,16.15,V1
TECHKRITI INFRATECH PVT LTD,975717.0,1,975717.0,16.15,V1
AMIT NAGORAO MULE,975465.0,1,975465.0,16.15,V1
MODERN METAL CRAFTS,975000.0,3,325000.0,45.093333333333334,V1
SAJEEDHUSSAIN I SHAIKH,973505.0,1,973505.0,16.15,V1
N G CONSTRUCTIONS,973076.0,1,973076.0,16.15,V1
PM ADARSHGRAM YOJNA G P SAMSHERPUR,972751.0,1,972751.0,16.15,V1
GRAM PANCHAYAT DURGWADA,972077.0,1,972077.0,16.15,V1
CHARAN CONSTRUCTION,971506.0,1,971506.0,16.15,V1
JWALAMUKHI JAGDAMBA MAJUR KAMGAR SAHAKARI SANSTHA,970281.0,1,970281.0,16.1,V1
Malewadi MSS Ltd Malewadi Tal Pathardi,968030.0,1,968030.0,16.1,V1
S K ENTERPRISES,967324.0,1,967324.0,25.26,V1
SHUBHAM VIJAYRAO GADBAIL,966044.0,1,966044.0,16.1,V1
H S AGRO,962839.0,4,240709.75,47.0,V1
K AND B CONSTRUCTIONS,960716.0,3,320238.6666666667,45.22,V1
Naresh Kumar Gupta,959236.0,1,959236.0,16.15,V1
Assistant Director Welfare of Differently Abled TG Sr Citizens YSR Annamayya District,958000.0,2,479000.0,34.85,V1
AM ASSOCIATES,957766.0,1,957766.0,16.15,V1
S KARUNANITHI,950810.0,2,475405.0,34.06,V1
MUKESH KUMAR BEHERA,950000.0,1,950000.0,16.15,V1
MEDO JAL AND SWACHATA SAMITI,948000.0,1,948000.0,16.15,V1
SAGAR BHASKAR KOLHE,948000.0,1,948000.0,16.15,V1
Gram Panchayat Dharchana,944126.0,1,944126.0,16.15,V1
JAIN RAJ,943191.0,1,943191.0,16.15,V1
Gram Panchayat bhanpur,940461.0,3,313487.0,45.25,V1
RAKESH YADAV SON OF MAHANGU YADAV,939599.0,1,939599.0,16.04,V1
P KANNAN,930818.0,1,930818.0,15.72,V1
PIYUSH ELECTRICALS,930488.0,2,465244.0,33.98,V1
N K CONSTRUCTIONS,930275.0,2,465137.5,33.925,V1
LAKSHMI INDUSTRIES,928530.0,1,928530.0,15.72,V1
ASSISTANT ENGINEER BELAGANJ,917732.0,1,917732.0,15.72,V1
Sandeep Agarwal,915798.0,1,915798.0,15.72,V1
BASEEL LATHEEF NK,914967.0,1,914967.0,15.72,V1
AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR,914481.0,4,228620.25,46.115,V1
ASSISTANT ENGINEER KARAKAT LAEO WD 02 BIKRAMGANJ ROHTAS,912399.0,2,456199.5,34.855,V1
SAMRIDHA CONSTRUCTION,906543.0,1,906543.0,15.72,V1
RAMA SHAMYA CONT,902266.0,1,902266.0,15.77,V1
om fhoji construction,900255.0,1,900255.0,15.77,V1
SRI SAI ENTERPRISES,900000.0,1,900000.0,15.77,V1
Lakshmi L,898813.0,1,898813.0,15.68,V1
SUBRAMANIYAN S,898693.0,1,898693.0,15.68,V1
SIDDHI VINAYAK CONSTRUCTION,898570.0,1,898570.0,15.68,V1
APRAJITA CONSTRUCTION,898254.0,1,898254.0,15.68,V1
ARUNKUMAR R,897485.0,1,897485.0,15.68,V1
Yog Pratap Construction,896632.0,1,896632.0,15.68,V1
SHIV SHAKTI ENTERPRISES,894786.0,1,894786.0,15.68,V1
S R V ENTERPRISES,894547.0,1,894547.0,15.68,V1
VIKRANT RAJENDRA INGOLE,894209.0,1,894209.0,15.68,V1
SHRI SAI CONSTRUCTION,893927.0,1,893927.0,15.68,V1
VIRAT MODY SOLAR SITY,888865.0,1,888865.0,15.67,V1
RAJEEV RANJAN JUNIOR ENGINEER,887500.0,5,177500.0,47.56,V1
CHUMKI SAHA SARKAR,887155.0,1,887155.0,15.67,V1
SARANGAM GUNNAIAH,885331.0,2,442665.5,33.92,V1
SAGAR CONSTRUCTION COMPANY,880398.0,1,880398.0,15.67,V1
Chikmagalur Nirmithi Kendra,875000.0,3,291666.6666666667,44.73333333333333,V1
SHIV ENTERPRISES,874766.0,2,437383.0,33.989999999999995,V1
KAMLESH YADAV THEKEDAR,872159.0,1,872159.0,15.71,V1
Yashika Construction Co,868500.0,1,868500.0,15.71,V1
R S BARWALA INFRASTRUCTURE,867100.0,5,173420.0,47.912,V1
Puspanjali Murmu,861300.0,3,287100.0,44.553333333333335,V1
MS OM ENTERPRISES,858000.0,1,858000.0,15.41,V1
MAHADEV ENTERPRISES,857034.0,1,857034.0,15.41,V1
MS JMS INFRA PRO JASH KAUSHIK,852459.0,1,852459.0,15.41,V1
bhagwan singh,851635.0,2,425817.5,33.74,V1
MS SHOBHNATH VERMA,850055.0,2,425027.5,34.08,V1
AE SUNITA MAHARA NANDAPUR 3,850000.0,3,283333.3333333333,45.39666666666667,V1
Shiv Driller and Allied Traders,847509.0,2,423754.5,34.08,V1
SELVA VARGEESE SOOSAIMICHEAL,845299.0,1,845299.0,15.39,V1
S K CONSTRUCTION,844825.0,2,422412.5,25.325,V1
Eda Harsha vardhan reddy,844562.0,1,844562.0,15.39,V1
R D MAURYA,844098.0,1,844098.0,15.39,V1
MOHD ANIS MOHD SHAFI,842346.0,1,842346.0,15.39,V1
GK CONSTRUCTION,838395.0,1,838395.0,15.39,V1
ANIL KUMAR SINGH,812494.0,1,812494.0,15.49,V1
Ravidas M,811809.0,1,811809.0,15.49,V1
Shinda Singh,800000.0,1,800000.0,15.68,V1
EVEREST CONSTRUCTION,799755.0,1,799755.0,15.68,V1
Durairaj jayakumar Co,799695.0,1,799695.0,15.68,V1
SRI BALAJI CONCERN,799065.0,1,799065.0,12.35,V1
Supriya Ashok Bhosale,798957.0,1,798957.0,15.68,V1
Mahindra and Mahindra Ltd,798631.0,1,798631.0,15.68,V1
VAMSI ENTERPRISES,798355.0,1,798355.0,15.68,V1
Kornepati Ashok Kumar,798314.0,2,399157.0,34.71,V1
S R CONSTRUCTION,798152.0,1,798152.0,15.68,V1
Ms OM VINAY KUMAR SINGH,797444.0,1,797444.0,15.68,V1
THAKUR AMRENDRA KUMAR SINGH,797038.0,1,797038.0,15.68,V1
ELEEN AND CO,796993.0,1,796993.0,15.68,V1
KUBER PRASAD,796239.0,1,796239.0,15.68,V1
Rajkumar contractor,794244.0,1,794244.0,15.68,V1
TANU ENTERPRISES,794188.0,1,794188.0,15.68,V1
A P ENTERPRISE prop PARESH KUMAR PARUA,794186.0,2,397093.0,34.150000000000006,V1
Bhimashankar Majur Sahkari Sanstha Maryadit,794104.0,1,794104.0,11.0,V1
SARASWATI CONSTRUCTION,793627.0,2,396813.5,33.58,V1
NAZAR P M,793606.0,1,793606.0,15.68,V1
H K CONSTRUCTION,791007.0,1,791007.0,15.68,V1
Pratik Pravupada Parida,788894.0,2,394447.0,34.815,V1
BRINDHA,781543.0,1,781543.0,15.77,V1
MS AD PROJECT,779188.0,1,779188.0,15.66,V1
ASN Services Pvt Limited,774297.0,2,387148.5,34.29,V1
Hemanta Bhattarai,770655.0,1,770655.0,16.09,V1
rakib construction,765456.0,1,765456.0,16.09,V1
ASSISTANT ENGINEER AC JAMUI LAEO WD 01 JAMUI,764387.0,1,764387.0,16.09,V1
BIBHU RANJAN NAYAK,764080.0,1,764080.0,16.09,V1
NAVKANJ ASSOCIATES,758364.0,8,94795.5,48.36,V1
ANSHU KUMARI,755968.0,1,755968.0,16.09,V1
SHRI MAHARANA DEVELOPERS,754717.0,1,754717.0,15.91,V1
SN ENTERPRISE,754166.0,2,377083.0,33.68,V1
Gram Panchayat Khamhariya Baagri,750000.0,2,375000.0,33.915000000000006,V1
UMESH AJJAPPA GANGANI,750000.0,1,750000.0,15.91,V1
gram panchayat jamuniha,750000.0,1,750000.0,15.91,V1
Sarpanch Gram Panchayat Piproud,750000.0,1,750000.0,15.91,V1
SAHYOG MAJUR ANE KAMGARO NI SAHKARI MANDALI LIMITE,750000.0,2,375000.0,13.75,V1
SHARANAPPA,750000.0,2,375000.0,33.68,V1
KADVAR GRAM PANCHAYAT,749703.0,2,374851.5,34.739999999999995,V1
SVB Builders,749456.0,1,749456.0,15.91,V1
D S AKBAL CIVIL CONSTRUCTION,749247.0,1,749247.0,15.91,V1
Samantpura Gram Panchayat,748804.0,2,374402.0,34.739999999999995,V1
Mr Dhan singh,747975.0,3,249325.0,45.080000000000005,V1
SONIPUR GRAM PANCHAYAT New,746597.0,2,373298.5,34.739999999999995,V1
AJAYA KUMAR BEHERA,745067.0,1,745067.0,15.91,V1
VEEKAY INDUSTRIES,744259.0,1,744259.0,15.91,V1
Sunil Shrimant Nadure,744025.0,1,744025.0,15.91,V1
THE GANGA CO OPERATIVE LABOUR AND CONSTRUCTION SOCIETY,740058.0,1,740058.0,15.94,V1
TARUN CONCRETE UDYOG,738562.0,1,738562.0,15.94,V1
MPS CONSTRUCTION COMPANY,737682.0,1,737682.0,15.94,V1
RAJESHBHAI R PRAJAPATI,735060.0,2,367530.0,34.19,V1
RAMESH CONSTRUCTION,730885.0,1,730885.0,16.43,V1
BABA HARIDAS TRADERS,730401.0,1,730401.0,18.52,V1
OJASH CONSTRUCTION,729437.0,1,729437.0,21.28,V1
Ms Gopesh International Contractor,729357.0,1,729357.0,16.43,V1
PREDEEP KUMAR,724103.0,1,724103.0,16.43,V1
DUMPALA SIVA KUMAR RAO,720412.0,1,720412.0,16.43,V1
KRISHNA CONSTRUCTION,720042.0,1,720042.0,16.43,V1
RAJESH GHOSH,719965.0,1,719965.0,16.43,V1
SATHAR C M,718082.0,1,718082.0,16.43,V1
Biju K Varghese,717530.0,1,717530.0,16.43,V1
MAA KALIKA CONSTRUCTION,716813.0,2,358406.5,22.965,V1
Arjun civil works,714285.0,2,357142.5,34.725,V1
VINS Infra Projects,714250.0,1,714250.0,16.43,V1
JAI CONSTRUCTION,713900.0,1,713900.0,16.43,V1
The Sidhu Kirat te Usari Sehkari Sabha ltd,705726.0,3,235242.0,45.22,V1
SASHI BHUSAN SAHOO,705645.0,1,705645.0,16.69,V1
MS VAISHNAVI TRADERS,704106.0,1,704106.0,16.69,V1
RAM NARESH CONTRACTOR,702746.0,1,702746.0,16.69,V1
SINGLA INDUSTRIES,700000.0,2,350000.0,34.21,V1
Taluka Development Officer Mahudha MPLADS,700000.0,4,175000.0,46.7175,V1
GRAN PANCHAYAT KORAMBHI,700000.0,1,700000.0,16.69,V1
GRAM PANCHAYAT MALIDA,700000.0,1,700000.0,16.69,V1
Brahman Parishad berasia,700000.0,1,700000.0,16.69,V1
NITIN VISHNU SURWASE,699900.0,1,699900.0,16.69,V1
DIGITAL AUDIO VIDEO SOLUTIONS,699650.0,1,699650.0,16.69,V1
SLR CONSTRUCTION MOHAN S,699468.0,2,349734.0,34.15,V1
GRAM PANCHAYAT ITKHEDA,699241.0,1,699241.0,16.69,V1
RAM CONSTRUCTION,699124.0,1,699124.0,16.69,V1
A N KANNAN,698676.0,1,698676.0,16.69,V1
T Soundarapandiyan,698521.0,1,698521.0,16.69,V1
Thankamony R,698247.0,1,698247.0,16.69,V1
SAGAR K C,697875.0,3,232625.0,45.53333333333333,V1
Rajiv Majur Sah So Ltd,697773.0,1,697773.0,16.69,V1
SUN POWER TECNOLOGY AND ELECTICALS,697750.0,2,348875.0,34.21,V1
RAGHAV CONSTRUCTION,697616.0,1,697616.0,16.69,V1
GRAM PANCHAYAT KANHALGAON,697459.0,1,697459.0,16.69,V1
MARUTI CONSTRUCTION,697438.0,1,697438.0,16.69,V1
Bhavesh Ajay Kuthe,697088.0,1,697088.0,16.69,V1
PAVAN KUMARI DEVI,696543.0,1,696543.0,16.69,V1
GRAM PANCHAYAT KARYALAY HANGARGA TQ NAIGAON,695903.0,1,695903.0,16.69,V1
Swapnil Santosh Jadhav,693280.0,1,693280.0,11.47,V1
mMODERN ENGINEERING ASSOCIATES,691301.0,1,691301.0,16.69,V1
As Group,690122.0,1,690122.0,16.69,V1
Om Sakthi Construction,687693.0,1,687693.0,16.69,V1
MS TIKAM CHAND KUMAWAT CONTRACTOR,684768.0,2,342384.0,34.355000000000004,V1
MS JDS ENTERPRISES,684700.0,1,684700.0,16.69,V1
AFZAL AHMAD CONTRACTOR,683136.0,1,683136.0,16.69,V1
SHARMA CONTRACTOR,680399.0,1,680399.0,16.69,V1
A V ENTERPRISES,678223.0,2,339111.5,34.77,V1
sri balaji enterprises,676218.0,1,676218.0,16.85,V1
MI CONSTRUCTION,675635.0,1,675635.0,16.85,V1
MOIDU P S,674011.0,1,674011.0,16.85,V1
Jamidara Trading Company,673201.0,1,673201.0,16.85,V1
MS ECOLEAF ENERGIES PRIVATE LIMITED,671184.0,6,111864.0,48.51,V1
SSR Enterprises,669091.0,1,669091.0,16.92,V1
Shivani,667636.0,1,667636.0,16.84,V1
VASTUANANTA DESIGNS,667591.0,3,222530.33333333334,45.39666666666667,V1
SWAMINATHAN S,665666.0,1,665666.0,16.71,V1
The Maa Shakumbhari CoOp L and C Society LTD,665115.0,1,665115.0,16.71,V1
SARPANCH GRAM PANCHAYAT REVE,660000.0,2,330000.0,34.135,V1
N KAMALAKAR REDDY,654798.0,5,130959.6,46.858,V1
ANSHIKA CONSTRUCTION,651209.0,1,651209.0,16.71,V1
kartik Industries,650000.0,2,325000.0,34.26,V1
P Prakash,649675.0,1,649675.0,16.93,V1
Lucky Constructions,649609.0,2,324804.5,34.400000000000006,V1
BABU C K,648752.0,1,648752.0,16.93,V1
MAA CHINTPURNI TRADERS,646233.0,6,107705.5,47.821666666666665,V1
MS AKHAND PRATAP TRADERS,646074.0,2,323037.0,34.36,V1
SURESHKANNAN M,642795.0,1,642795.0,16.93,V1
GURU Construction company,641506.0,1,641506.0,16.93,V1
Pradeep Kumar,639132.0,2,319566.0,34.95,V1
MR NUR ALAM SK,637871.0,1,637871.0,9.23,V1
RAJ INFRASTRUCTURE,620444.0,1,620444.0,16.89,V1
LIYON M V,620299.0,1,620299.0,16.89,V1
SABBIR ANSARI,619000.0,2,309500.0,34.315,V1
SMC Bhalyani,615000.0,1,615000.0,16.36,V1
RAKESH KUNJILAL ZADKHANDE,614325.0,1,614325.0,16.89,V1
BLOCK DEV OFFICER NUAGAON,612384.0,4,153096.0,47.67,V1
GRK CONSTRUCTION COMPANY,610500.0,1,610500.0,16.89,V1
ASST ENGINEER LAEO WD I BEGUSARAI VSK MATHIHANI,610488.0,1,610488.0,16.89,V1
Savita,610422.0,3,203474.0,45.053333333333335,V1
GAURAV BALIYAN CONTRACTOR,605340.0,1,605340.0,16.89,V1
AMIT PAN,603860.0,1,603860.0,16.89,V1
A P DEVELOPERS,600370.0,3,200123.33333333334,42.083333333333336,V1
Naveen Infraspace Private Limited,600000.0,1,600000.0,16.89,V1
GRAM PANCHAYAT DHAWAD,600000.0,1,600000.0,16.89,V1
STN MSR PROTECTION UZIRAR CHAR JAIPARA,600000.0,1,600000.0,16.89,V1
GRAM PANCHAYAT BAMITHA,600000.0,2,300000.0,34.01,V1
SHAZIBUL HASSAN MOLLAH,600000.0,1,600000.0,16.89,V1
JAIN SONS TRADERS,600000.0,1,600000.0,16.89,V1
GRAM PANCHAYAT MAUMASANIYA,600000.0,2,300000.0,34.01,V1
GRAM PANCHAYAT KANDANARA,600000.0,1,600000.0,16.89,V1
SAROJ KUMAR SAMANTARAY,600000.0,2,300000.0,34.01,V1
Khand vikas adhari,599993.0,1,599993.0,16.89,V1
MANAGER SAMITI BABURAM MUNNI DEVI BALIKA,599975.0,1,599975.0,16.89,V1
M Vivekanandhan,599972.0,1,599972.0,16.89,V1
Ms UNITED ENTERPRISES,599794.0,1,599794.0,16.89,V1
Construction of Community Cultural actives at Brihattar Rukmini Nagar Socio Cultural centre Ranga,599688.0,1,599688.0,16.89,V1
Maa Durga Workshop,599436.0,1,599436.0,24.09,V1
BDO Saidpur,599279.0,2,299639.5,35.06,V1
Himmatpura Juth Gram Panchayat,598698.0,2,299349.0,34.01,V1
Prasannakumar K S,598260.0,2,299130.0,34.715,V1
JUNIOR ENGINEER MARSHAGHAI BLOCK 7,596261.0,1,596261.0,16.93,V1
Jothiprakash V,595689.0,1,595689.0,16.93,V1
MS Parveen Kumar Govt Contractor,595251.0,2,297625.5,34.07,V1
Bharat Construction,594094.0,1,594094.0,16.93,V1
MD ROFIKUL ISLAM,593883.0,1,593883.0,16.93,V1
CHANDRA KANT MANI,593277.0,1,593277.0,16.93,V1
ASSISTANT ENGINEER LAEO IMAMGANJ VIDHAN SABHA,593215.0,1,593215.0,16.93,V1
Pavan Ganesh Majur Sah Sanstha LTD Kharwandi,593193.0,1,593193.0,16.93,V1
NUKALA SRINIVASARAO,587734.0,1,587734.0,17.0,V1
JAI ENTERPRISES,587640.0,2,293820.0,34.25,V1
MS Ali Construction,586967.0,1,586967.0,17.0,V1
SUSANTA KUMAR DAS,579756.0,1,579756.0,17.0,V1
R G SUPLLIER,578544.0,16,36159.0,54.06,V1
KARTHIK P,576388.0,1,576388.0,17.0,V1
CEO JANPAD PANCHAYAT SITAMAU,575000.0,6,95833.33333333333,48.5,V1
LAKSHMANA,571836.0,1,571836.0,17.0,V1
SHIV CONSTRUCTION PARBATSAR,564000.0,1,564000.0,17.0,V1
AMARESH JALAWADI,562500.0,3,187500.0,45.62,V1
PRAMOD KUMAR RAY,559800.0,1,559800.0,17.0,V1
TULUSHI ENGINEERING,559116.0,1,559116.0,24.42,V1
MALLIBOYANA BALAKRISHNA,559071.0,2,279535.5,34.325,V1
A J CONSTRUCTION,559057.0,1,559057.0,17.0,V1
Shanmugapriyan M,555127.0,2,277563.5,34.07,V1
KIRAN DAS Y L,551251.0,1,551251.0,17.05,V1
AKANSHA ASSOCIATES,551178.0,1,551178.0,17.05,V1
CH ROSHAN PATRO,550000.0,2,275000.0,34.254999999999995,V1
DASHMESH TILE FAACTORY,550000.0,2,275000.0,34.685,V1
ANIL KURIAKOSE,548461.0,2,274230.5,34.26,V1
GAUTAM HANSE,548048.0,7,78292.57142857143,45.44714285714286,V1
JANGOM JYOTI BORA,547800.0,1,547800.0,17.05,V1
CONST COMMITTEE OF COMMUNITY HALL AT AMGURI KETE,540000.0,1,540000.0,17.05,V1
MS ANURAG ENTERPRISES,539850.0,2,269925.0,34.254999999999995,V1
MS AMAR MANI TRIPATHI,539782.0,1,539782.0,17.05,V1
The sachdeva Co operative labour and Construction,535102.0,1,535102.0,17.05,V1
ANUDEV J C,531664.0,1,531664.0,17.05,V1
AEN O M AVVNL REENGUS,531512.0,1,531512.0,17.05,V1
RAJAN N,531376.0,1,531376.0,17.05,V1
ms varuna construction,530980.0,1,530980.0,0.0,V1
DEPUTY COMMISSIONER AND CHAIRMAN PROJECT MANAGER NIRMITHI KENDRA BELAGAVI,525000.0,1,525000.0,17.05,V1
MANNARMANNAN P,522642.0,1,522642.0,17.05,V1
Adapa Narayana Reddy,521032.0,2,260516.0,34.26,V1
SHREE SHYAM CONSTRUCTION AND JAGDEESH PRASAD,521023.0,1,521023.0,17.05,V1
GRUP GRAMPANCHAYAT SANJELI,519693.0,2,259846.5,34.05,V1
Umamaheshwari J,519506.0,1,519506.0,17.05,V1
Nayandeep Lama,516902.0,1,516902.0,17.05,V1
DIVYANSHU CONSTRUCTION,516717.0,2,258358.5,34.3,V1
MPEB,516000.0,1,516000.0,17.05,V1
BHAGAWATI ENTERPRISES,512474.0,1,512474.0,17.05,V1
PUSALAPATI CHINNA KONDAIAH,511985.0,1,511985.0,17.05,V1
ANSH ENTERPRISES,510350.0,1,510350.0,17.05,V1
Alapati Constructions,504253.0,1,504253.0,17.05,V1
PRAGATI INTERPRISES,504014.0,1,504014.0,17.05,V1
PUNJAB CEMENT AND IRON STORE,503751.0,1,503751.0,22.49,V1
THE LUV KUSH COOP LABOUR AND CONSTRUCION SOCIETY LTD,503375.0,1,503375.0,17.05,V1
S A ENTERPRISE,500569.0,1,500569.0,17.05,V1
khergam vibhag majur ane kamagaro sahkari mandli limited khergam,500000.0,1,500000.0,0.0,V1
Sherkhi Gram Panchayat,500000.0,1,500000.0,17.05,V1
MEERA ENTERPRISE,500000.0,1,500000.0,17.05,V1
R CUBE CONSTRUCTION,500000.0,1,500000.0,9.84,V1
SUNAINA BHANJDEO,500000.0,1,500000.0,17.05,V1
Lokanath Behera,500000.0,1,500000.0,17.05,V1
gram panchayat bhawsa,500000.0,1,500000.0,17.05,V1
VASUDEV CONSTRUCTION CO,500000.0,1,500000.0,17.05,V1
VEJALPUR GRAM PANCHYAT,500000.0,1,500000.0,17.05,V1
INTERLOCKING TILE FACTORY,500000.0,1,500000.0,17.05,V1
SRI GURUDEVA CHARITABLE TRUST,500000.0,1,500000.0,24.25,V1
ASHEET KUMAR NANDA,500000.0,1,500000.0,17.05,V1
Lachanpura Gram Panchayat,500000.0,1,500000.0,17.05,V1
Gram Panchayat Shergarh,500000.0,1,500000.0,17.05,V1
MANISH CONSTRUCTION AND VENDORS,500000.0,1,500000.0,17.05,V1
NAGARAJA SHETTY,500000.0,1,500000.0,17.05,V1
Hareram Panda,500000.0,1,500000.0,17.05,V1
MISHRA GROUP,500000.0,1,500000.0,17.05,V1
LANGHNAJ GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
VADGAMDA GROUP GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
Latva Juth Gram Panchayat,500000.0,1,500000.0,17.05,V1
GRAM PANCHAYAT CHOSALA,500000.0,1,500000.0,17.05,V1
MALVI JINGER MOCHI SAMAJ KALYAN SAMITI,500000.0,1,500000.0,17.05,V1
GRAM PANCHAYAT BIGRI,500000.0,1,500000.0,0.0,V1
GRAM PANCHAYAT CHHINAM,500000.0,1,500000.0,17.05,V1
AJIMANA GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
AJITH KUMAR SHETTY,500000.0,1,500000.0,17.05,V1
Nava India Pathipagam,500000.0,1,500000.0,17.05,V1
Nani Lakhavad Gram Panchayat,500000.0,1,500000.0,17.05,V1
RAGHAVENDRA,500000.0,1,500000.0,17.05,V1
GP BIRSINGPALI,500000.0,2,250000.0,34.26,V1
Sotisola Imkong,500000.0,1,500000.0,17.05,V1
GRAM PANCHAYAT SARIKHURAD,500000.0,1,500000.0,0.0,V1
Medi Krishna,500000.0,1,500000.0,17.05,V1
KAMALPUR GRAM PANCHAYAT,500000.0,1,500000.0,34.33,V1
KALIYAKUVA GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
KUMBHASAN GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
Computer Vision,500000.0,1,500000.0,17.05,V1
GRAM KOSH NEGAI,500000.0,1,500000.0,17.05,V1
T SOMESWAR RAO,500000.0,1,500000.0,17.05,V1
BDO Rajgarh,500000.0,3,166666.66666666666,45.370000000000005,V1
GRAM PANCHAYAT PNAGARBARI,500000.0,1,500000.0,17.05,V1
ERICROGER N SANGMA,500000.0,1,500000.0,24.25,V1
RAVIYANA GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
GOPAL NAYAK,500000.0,1,500000.0,17.05,V1
Gram Panchayat Vaghrech,500000.0,1,500000.0,17.05,V1
HARISH POOJARI,500000.0,1,500000.0,17.05,V1
SYED RAHEMATH ALI,500000.0,1,500000.0,17.05,V1
Pangernukshi,500000.0,1,500000.0,17.05,V1
JILA CHANDRAWANSHI GOULI MAHASABHA SAMITI BHOMA SEONI,500000.0,1,500000.0,17.05,V1
